ORDERNUMBER;ORDERDATE;REQUIREDDATE;SHIPPEDDATE
10145;2003-08-25 00:00:00.0;2003-09-02 00:00:00.0;2003-08-31 00:00:00.0
10145;2003-08-25 00:00:00.0;2003-09-02 00:00:00.0;2003-08-31 00:00:00.0
10145;2003-08-25 00:00:00.0;2003-09-02 00:00:00.0;2003-08-31 00:00:00.0
10145;2003-08-25 00:00:00.0;2003-09-02 00:00:00.0;2003-08-31 00:00:00.0
10145;2003-08-25 00:00:00.0;2003-09-02 00:00:00.0;2003-08-31 00:00:00.0
10145;2003-08-25 00:00:00.0;2003-09-02 00:00:00.0;2003-08-31 00:00:00.0
10145;2003-08-25 00:00:00.0;2003-09-02 00:00:00.0;2003-08-31 00:00:00.0
10145;2003-08-25 00:00:00.0;2003-09-02 00:00:00.0;2003-08-31 00:00:00.0
10145;2003-08-25 00:00:00.0;2003-09-02 00:00:00.0;2003-08-31 00:00:00.0
10146;2003-09-03 00:00:00.0;2003-09-13 00:00:00.0;2003-09-06 00:00:00.0
10146;2003-09-03 00:00:00.0;2003-09-13 00:00:00.0;2003-09-06 00:00:00.0
10146;2003-09-03 00:00:00.0;2003-09-13 00:00:00.0;2003-09-06 00:00:00.0
10146;2003-09-03 00:00:00.0;2003-09-13 00:00:00.0;2003-09-06 00:00:00.0
10146;2003-09-03 00:00:00.0;2003-09-13 00:00:00.0;2003-09-06 00:00:00.0
10146;2003-09-03 00:00:00.0;2003-09-13 00:00:00.0;2003-09-06 00:00:00.0
10146;2003-09-03 00:00:00.0;2003-09-13 00:00:00.0;2003-09-06 00:00:00.0
10146;2003-09-03 00:00:00.0;2003-09-13 00:00:00.0;2003-09-06 00:00:00.0
10146;2003-09-03 00:00:00.0;2003-09-13 00:00:00.0;2003-09-06 00:00:00.0
10146;2003-09-03 00:00:00.0;2003-09-13 00:00:00.0;2003-09-06 00:00:00.0
10146;2003-09-03 00:00:00.0;2003-09-13 00:00:00.0;2003-09-06 00:00:00.0
10146;2003-09-03 00:00:00.0;2003-09-13 00:00:00.0;2003-09-06 00:00:00.0
10146;2003-09-03 00:00:00.0;2003-09-13 00:00:00.0;2003-09-06 00:00:00.0
10146;2003-09-03 00:00:00.0;2003-09-13 00:00:00.0;2003-09-06 00:00:00.0
10146;2003-09-03 00:00:00.0;2003-09-13 00:00:00.0;2003-09-06 00:00:00.0
10146;2003-09-03 00:00:00.0;2003-09-13 00:00:00.0;2003-09-06 00:00:00.0
10146;2003-09-03 00:00:00.0;2003-09-13 00:00:00.0;2003-09-06 00:00:00.0
10146;2003-09-03 00:00:00.0;2003-09-13 00:00:00.0;2003-09-06 00:00:00.0
10146;2003-09-03 00:00:00.0;2003-09-13 00:00:00.0;2003-09-06 00:00:00.0
10146;2003-09-03 00:00:00.0;2003-09-13 00:00:00.0;2003-09-06 00:00:00.0
10146;2003-09-03 00:00:00.0;2003-09-13 00:00:00.0;2003-09-06 00:00:00.0
10146;2003-09-03 00:00:00.0;2003-09-13 00:00:00.0;2003-09-06 00:00:00.0
10146;2003-09-03 00:00:00.0;2003-09-13 00:00:00.0;2003-09-06 00:00:00.0
10146;2003-09-03 00:00:00.0;2003-09-13 00:00:00.0;2003-09-06 00:00:00.0
10146;2003-09-03 00:00:00.0;2003-09-13 00:00:00.0;2003-09-06 00:00:00.0
10146;2003-09-03 00:00:00.0;2003-09-13 00:00:00.0;2003-09-06 00:00:00.0
10146;2003-09-03 00:00:00.0;2003-09-13 00:00:00.0;2003-09-06 00:00:00.0
10146;2003-09-03 00:00:00.0;2003-09-13 00:00:00.0;2003-09-06 00:00:00.0
10146;2003-09-03 00:00:00.0;2003-09-13 00:00:00.0;2003-09-06 00:00:00.0
10146;2003-09-03 00:00:00.0;2003-09-13 00:00:00.0;2003-09-06 00:00:00.0
10146;2003-09-03 00:00:00.0;2003-09-13 00:00:00.0;2003-09-06 00:00:00.0
10146;2003-09-03 00:00:00.0;2003-09-13 00:00:00.0;2003-09-06 00:00:00.0
10146;2003-09-03 00:00:00.0;2003-09-13 00:00:00.0;2003-09-06 00:00:00.0
10146;2003-09-03 00:00:00.0;2003-09-13 00:00:00.0;2003-09-06 00:00:00.0
10146;2003-09-03 00:00:00.0;2003-09-13 00:00:00.0;2003-09-06 00:00:00.0
10146;2003-09-03 00:00:00.0;2003-09-13 00:00:00.0;2003-09-06 00:00:00.0
10147;2003-09-05 00:00:00.0;2003-09-12 00:00:00.0;2003-09-09 00:00:00.0
10147;2003-09-05 00:00:00.0;2003-09-12 00:00:00.0;2003-09-09 00:00:00.0
10147;2003-09-05 00:00:00.0;2003-09-12 00:00:00.0;2003-09-09 00:00:00.0
10147;2003-09-05 00:00:00.0;2003-09-12 00:00:00.0;2003-09-09 00:00:00.0
10147;2003-09-05 00:00:00.0;2003-09-12 00:00:00.0;2003-09-09 00:00:00.0
10147;2003-09-05 00:00:00.0;2003-09-12 00:00:00.0;2003-09-09 00:00:00.0
10147;2003-09-05 00:00:00.0;2003-09-12 00:00:00.0;2003-09-09 00:00:00.0
10147;2003-09-05 00:00:00.0;2003-09-12 00:00:00.0;2003-09-09 00:00:00.0
10147;2003-09-05 00:00:00.0;2003-09-12 00:00:00.0;2003-09-09 00:00:00.0
10147;2003-09-05 00:00:00.0;2003-09-12 00:00:00.0;2003-09-09 00:00:00.0
10147;2003-09-05 00:00:00.0;2003-09-12 00:00:00.0;2003-09-09 00:00:00.0
10147;2003-09-05 00:00:00.0;2003-09-12 00:00:00.0;2003-09-09 00:00:00.0
10147;2003-09-05 00:00:00.0;2003-09-12 00:00:00.0;2003-09-09 00:00:00.0
10147;2003-09-05 00:00:00.0;2003-09-12 00:00:00.0;2003-09-09 00:00:00.0
10147;2003-09-05 00:00:00.0;2003-09-12 00:00:00.0;2003-09-09 00:00:00.0
10147;2003-09-05 00:00:00.0;2003-09-12 00:00:00.0;2003-09-09 00:00:00.0
10147;2003-09-05 00:00:00.0;2003-09-12 00:00:00.0;2003-09-09 00:00:00.0
10147;2003-09-05 00:00:00.0;2003-09-12 00:00:00.0;2003-09-09 00:00:00.0
10147;2003-09-05 00:00:00.0;2003-09-12 00:00:00.0;2003-09-09 00:00:00.0
10147;2003-09-05 00:00:00.0;2003-09-12 00:00:00.0;2003-09-09 00:00:00.0
10147;2003-09-05 00:00:00.0;2003-09-12 00:00:00.0;2003-09-09 00:00:00.0
10147;2003-09-05 00:00:00.0;2003-09-12 00:00:00.0;2003-09-09 00:00:00.0
10147;2003-09-05 00:00:00.0;2003-09-12 00:00:00.0;2003-09-09 00:00:00.0
10147;2003-09-05 00:00:00.0;2003-09-12 00:00:00.0;2003-09-09 00:00:00.0
10147;2003-09-05 00:00:00.0;2003-09-12 00:00:00.0;2003-09-09 00:00:00.0
10147;2003-09-05 00:00:00.0;2003-09-12 00:00:00.0;2003-09-09 00:00:00.0
10147;2003-09-05 00:00:00.0;2003-09-12 00:00:00.0;2003-09-09 00:00:00.0
10147;2003-09-05 00:00:00.0;2003-09-12 00:00:00.0;2003-09-09 00:00:00.0
10147;2003-09-05 00:00:00.0;2003-09-12 00:00:00.0;2003-09-09 00:00:00.0
10147;2003-09-05 00:00:00.0;2003-09-12 00:00:00.0;2003-09-09 00:00:00.0
10147;2003-09-05 00:00:00.0;2003-09-12 00:00:00.0;2003-09-09 00:00:00.0
10147;2003-09-05 00:00:00.0;2003-09-12 00:00:00.0;2003-09-09 00:00:00.0
10147;2003-09-05 00:00:00.0;2003-09-12 00:00:00.0;2003-09-09 00:00:00.0
10147;2003-09-05 00:00:00.0;2003-09-12 00:00:00.0;2003-09-09 00:00:00.0
10147;2003-09-05 00:00:00.0;2003-09-12 00:00:00.0;2003-09-09 00:00:00.0
10147;2003-09-05 00:00:00.0;2003-09-12 00:00:00.0;2003-09-09 00:00:00.0
10148;2003-09-11 00:00:00.0;2003-09-21 00:00:00.0;2003-09-15 00:00:00.0
10148;2003-09-11 00:00:00.0;2003-09-21 00:00:00.0;2003-09-15 00:00:00.0
10148;2003-09-11 00:00:00.0;2003-09-21 00:00:00.0;2003-09-15 00:00:00.0
10148;2003-09-11 00:00:00.0;2003-09-21 00:00:00.0;2003-09-15 00:00:00.0
10148;2003-09-11 00:00:00.0;2003-09-21 00:00:00.0;2003-09-15 00:00:00.0
10148;2003-09-11 00:00:00.0;2003-09-21 00:00:00.0;2003-09-15 00:00:00.0
10148;2003-09-11 00:00:00.0;2003-09-21 00:00:00.0;2003-09-15 00:00:00.0
10148;2003-09-11 00:00:00.0;2003-09-21 00:00:00.0;2003-09-15 00:00:00.0
10148;2003-09-11 00:00:00.0;2003-09-21 00:00:00.0;2003-09-15 00:00:00.0
10148;2003-09-11 00:00:00.0;2003-09-21 00:00:00.0;2003-09-15 00:00:00.0
10148;2003-09-11 00:00:00.0;2003-09-21 00:00:00.0;2003-09-15 00:00:00.0
10148;2003-09-11 00:00:00.0;2003-09-21 00:00:00.0;2003-09-15 00:00:00.0
10148;2003-09-11 00:00:00.0;2003-09-21 00:00:00.0;2003-09-15 00:00:00.0
10148;2003-09-11 00:00:00.0;2003-09-21 00:00:00.0;2003-09-15 00:00:00.0
10148;2003-09-11 00:00:00.0;2003-09-21 00:00:00.0;2003-09-15 00:00:00.0
10148;2003-09-11 00:00:00.0;2003-09-21 00:00:00.0;2003-09-15 00:00:00.0
10148;2003-09-11 00:00:00.0;2003-09-21 00:00:00.0;2003-09-15 00:00:00.0
10148;2003-09-11 00:00:00.0;2003-09-21 00:00:00.0;2003-09-15 00:00:00.0
10148;2003-09-11 00:00:00.0;2003-09-21 00:00:00.0;2003-09-15 00:00:00.0
10148;2003-09-11 00:00:00.0;2003-09-21 00:00:00.0;2003-09-15 00:00:00.0
10148;2003-09-11 00:00:00.0;2003-09-21 00:00:00.0;2003-09-15 00:00:00.0
10148;2003-09-11 00:00:00.0;2003-09-21 00:00:00.0;2003-09-15 00:00:00.0
10148;2003-09-11 00:00:00.0;2003-09-21 00:00:00.0;2003-09-15 00:00:00.0
10148;2003-09-11 00:00:00.0;2003-09-21 00:00:00.0;2003-09-15 00:00:00.0
10148;2003-09-11 00:00:00.0;2003-09-21 00:00:00.0;2003-09-15 00:00:00.0
10148;2003-09-11 00:00:00.0;2003-09-21 00:00:00.0;2003-09-15 00:00:00.0
10148;2003-09-11 00:00:00.0;2003-09-21 00:00:00.0;2003-09-15 00:00:00.0
10148;2003-09-11 00:00:00.0;2003-09-21 00:00:00.0;2003-09-15 00:00:00.0
10148;2003-09-11 00:00:00.0;2003-09-21 00:00:00.0;2003-09-15 00:00:00.0
10148;2003-09-11 00:00:00.0;2003-09-21 00:00:00.0;2003-09-15 00:00:00.0
10148;2003-09-11 00:00:00.0;2003-09-21 00:00:00.0;2003-09-15 00:00:00.0
10148;2003-09-11 00:00:00.0;2003-09-21 00:00:00.0;2003-09-15 00:00:00.0
10148;2003-09-11 00:00:00.0;2003-09-21 00:00:00.0;2003-09-15 00:00:00.0
10148;2003-09-11 00:00:00.0;2003-09-21 00:00:00.0;2003-09-15 00:00:00.0
10148;2003-09-11 00:00:00.0;2003-09-21 00:00:00.0;2003-09-15 00:00:00.0
10148;2003-09-11 00:00:00.0;2003-09-21 00:00:00.0;2003-09-15 00:00:00.0
10149;2003-09-12 00:00:00.0;2003-09-18 00:00:00.0;2003-09-17 00:00:00.0
10149;2003-09-12 00:00:00.0;2003-09-18 00:00:00.0;2003-09-17 00:00:00.0
10149;2003-09-12 00:00:00.0;2003-09-18 00:00:00.0;2003-09-17 00:00:00.0
10149;2003-09-12 00:00:00.0;2003-09-18 00:00:00.0;2003-09-17 00:00:00.0
10149;2003-09-12 00:00:00.0;2003-09-18 00:00:00.0;2003-09-17 00:00:00.0
10149;2003-09-12 00:00:00.0;2003-09-18 00:00:00.0;2003-09-17 00:00:00.0
10149;2003-09-12 00:00:00.0;2003-09-18 00:00:00.0;2003-09-17 00:00:00.0
10149;2003-09-12 00:00:00.0;2003-09-18 00:00:00.0;2003-09-17 00:00:00.0
10149;2003-09-12 00:00:00.0;2003-09-18 00:00:00.0;2003-09-17 00:00:00.0
10149;2003-09-12 00:00:00.0;2003-09-18 00:00:00.0;2003-09-17 00:00:00.0
10149;2003-09-12 00:00:00.0;2003-09-18 00:00:00.0;2003-09-17 00:00:00.0
10149;2003-09-12 00:00:00.0;2003-09-18 00:00:00.0;2003-09-17 00:00:00.0
10149;2003-09-12 00:00:00.0;2003-09-18 00:00:00.0;2003-09-17 00:00:00.0
10149;2003-09-12 00:00:00.0;2003-09-18 00:00:00.0;2003-09-17 00:00:00.0
10149;2003-09-12 00:00:00.0;2003-09-18 00:00:00.0;2003-09-17 00:00:00.0
10149;2003-09-12 00:00:00.0;2003-09-18 00:00:00.0;2003-09-17 00:00:00.0
10149;2003-09-12 00:00:00.0;2003-09-18 00:00:00.0;2003-09-17 00:00:00.0
10149;2003-09-12 00:00:00.0;2003-09-18 00:00:00.0;2003-09-17 00:00:00.0
10149;2003-09-12 00:00:00.0;2003-09-18 00:00:00.0;2003-09-17 00:00:00.0
10149;2003-09-12 00:00:00.0;2003-09-18 00:00:00.0;2003-09-17 00:00:00.0
10149;2003-09-12 00:00:00.0;2003-09-18 00:00:00.0;2003-09-17 00:00:00.0
10149;2003-09-12 00:00:00.0;2003-09-18 00:00:00.0;2003-09-17 00:00:00.0
10149;2003-09-12 00:00:00.0;2003-09-18 00:00:00.0;2003-09-17 00:00:00.0
10149;2003-09-12 00:00:00.0;2003-09-18 00:00:00.0;2003-09-17 00:00:00.0
10149;2003-09-12 00:00:00.0;2003-09-18 00:00:00.0;2003-09-17 00:00:00.0
10149;2003-09-12 00:00:00.0;2003-09-18 00:00:00.0;2003-09-17 00:00:00.0
10149;2003-09-12 00:00:00.0;2003-09-18 00:00:00.0;2003-09-17 00:00:00.0
10149;2003-09-12 00:00:00.0;2003-09-18 00:00:00.0;2003-09-17 00:00:00.0
10149;2003-09-12 00:00:00.0;2003-09-18 00:00:00.0;2003-09-17 00:00:00.0
10149;2003-09-12 00:00:00.0;2003-09-18 00:00:00.0;2003-09-17 00:00:00.0
10149;2003-09-12 00:00:00.0;2003-09-18 00:00:00.0;2003-09-17 00:00:00.0
10149;2003-09-12 00:00:00.0;2003-09-18 00:00:00.0;2003-09-17 00:00:00.0
10149;2003-09-12 00:00:00.0;2003-09-18 00:00:00.0;2003-09-17 00:00:00.0
10149;2003-09-12 00:00:00.0;2003-09-18 00:00:00.0;2003-09-17 00:00:00.0
10149;2003-09-12 00:00:00.0;2003-09-18 00:00:00.0;2003-09-17 00:00:00.0
10149;2003-09-12 00:00:00.0;2003-09-18 00:00:00.0;2003-09-17 00:00:00.0
10150;2003-09-19 00:00:00.0;2003-09-27 00:00:00.0;2003-09-21 00:00:00.0
10150;2003-09-19 00:00:00.0;2003-09-27 00:00:00.0;2003-09-21 00:00:00.0
10150;2003-09-19 00:00:00.0;2003-09-27 00:00:00.0;2003-09-21 00:00:00.0
10150;2003-09-19 00:00:00.0;2003-09-27 00:00:00.0;2003-09-21 00:00:00.0
10150;2003-09-19 00:00:00.0;2003-09-27 00:00:00.0;2003-09-21 00:00:00.0
10150;2003-09-19 00:00:00.0;2003-09-27 00:00:00.0;2003-09-21 00:00:00.0
10150;2003-09-19 00:00:00.0;2003-09-27 00:00:00.0;2003-09-21 00:00:00.0
10150;2003-09-19 00:00:00.0;2003-09-27 00:00:00.0;2003-09-21 00:00:00.0
10150;2003-09-19 00:00:00.0;2003-09-27 00:00:00.0;2003-09-21 00:00:00.0
10150;2003-09-19 00:00:00.0;2003-09-27 00:00:00.0;2003-09-21 00:00:00.0
10150;2003-09-19 00:00:00.0;2003-09-27 00:00:00.0;2003-09-21 00:00:00.0
10150;2003-09-19 00:00:00.0;2003-09-27 00:00:00.0;2003-09-21 00:00:00.0
10150;2003-09-19 00:00:00.0;2003-09-27 00:00:00.0;2003-09-21 00:00:00.0
10150;2003-09-19 00:00:00.0;2003-09-27 00:00:00.0;2003-09-21 00:00:00.0
10150;2003-09-19 00:00:00.0;2003-09-27 00:00:00.0;2003-09-21 00:00:00.0
10150;2003-09-19 00:00:00.0;2003-09-27 00:00:00.0;2003-09-21 00:00:00.0
10150;2003-09-19 00:00:00.0;2003-09-27 00:00:00.0;2003-09-21 00:00:00.0
10150;2003-09-19 00:00:00.0;2003-09-27 00:00:00.0;2003-09-21 00:00:00.0
10150;2003-09-19 00:00:00.0;2003-09-27 00:00:00.0;2003-09-21 00:00:00.0
10150;2003-09-19 00:00:00.0;2003-09-27 00:00:00.0;2003-09-21 00:00:00.0
10150;2003-09-19 00:00:00.0;2003-09-27 00:00:00.0;2003-09-21 00:00:00.0
10150;2003-09-19 00:00:00.0;2003-09-27 00:00:00.0;2003-09-21 00:00:00.0
10150;2003-09-19 00:00:00.0;2003-09-27 00:00:00.0;2003-09-21 00:00:00.0
10150;2003-09-19 00:00:00.0;2003-09-27 00:00:00.0;2003-09-21 00:00:00.0
10150;2003-09-19 00:00:00.0;2003-09-27 00:00:00.0;2003-09-21 00:00:00.0
10150;2003-09-19 00:00:00.0;2003-09-27 00:00:00.0;2003-09-21 00:00:00.0
10150;2003-09-19 00:00:00.0;2003-09-27 00:00:00.0;2003-09-21 00:00:00.0
10150;2003-09-19 00:00:00.0;2003-09-27 00:00:00.0;2003-09-21 00:00:00.0
10150;2003-09-19 00:00:00.0;2003-09-27 00:00:00.0;2003-09-21 00:00:00.0
10150;2003-09-19 00:00:00.0;2003-09-27 00:00:00.0;2003-09-21 00:00:00.0
10150;2003-09-19 00:00:00.0;2003-09-27 00:00:00.0;2003-09-21 00:00:00.0
10150;2003-09-19 00:00:00.0;2003-09-27 00:00:00.0;2003-09-21 00:00:00.0
10150;2003-09-19 00:00:00.0;2003-09-27 00:00:00.0;2003-09-21 00:00:00.0
10150;2003-09-19 00:00:00.0;2003-09-27 00:00:00.0;2003-09-21 00:00:00.0
10150;2003-09-19 00:00:00.0;2003-09-27 00:00:00.0;2003-09-21 00:00:00.0
10150;2003-09-19 00:00:00.0;2003-09-27 00:00:00.0;2003-09-21 00:00:00.0
10151;2003-09-21 00:00:00.0;2003-09-30 00:00:00.0;2003-09-24 00:00:00.0
10151;2003-09-21 00:00:00.0;2003-09-30 00:00:00.0;2003-09-24 00:00:00.0
10151;2003-09-21 00:00:00.0;2003-09-30 00:00:00.0;2003-09-24 00:00:00.0
10151;2003-09-21 00:00:00.0;2003-09-30 00:00:00.0;2003-09-24 00:00:00.0
10151;2003-09-21 00:00:00.0;2003-09-30 00:00:00.0;2003-09-24 00:00:00.0
10151;2003-09-21 00:00:00.0;2003-09-30 00:00:00.0;2003-09-24 00:00:00.0
10151;2003-09-21 00:00:00.0;2003-09-30 00:00:00.0;2003-09-24 00:00:00.0
10151;2003-09-21 00:00:00.0;2003-09-30 00:00:00.0;2003-09-24 00:00:00.0
10151;2003-09-21 00:00:00.0;2003-09-30 00:00:00.0;2003-09-24 00:00:00.0
10151;2003-09-21 00:00:00.0;2003-09-30 00:00:00.0;2003-09-24 00:00:00.0
10151;2003-09-21 00:00:00.0;2003-09-30 00:00:00.0;2003-09-24 00:00:00.0
10151;2003-09-21 00:00:00.0;2003-09-30 00:00:00.0;2003-09-24 00:00:00.0
10151;2003-09-21 00:00:00.0;2003-09-30 00:00:00.0;2003-09-24 00:00:00.0
10151;2003-09-21 00:00:00.0;2003-09-30 00:00:00.0;2003-09-24 00:00:00.0
10151;2003-09-21 00:00:00.0;2003-09-30 00:00:00.0;2003-09-24 00:00:00.0
10151;2003-09-21 00:00:00.0;2003-09-30 00:00:00.0;2003-09-24 00:00:00.0
10151;2003-09-21 00:00:00.0;2003-09-30 00:00:00.0;2003-09-24 00:00:00.0
10151;2003-09-21 00:00:00.0;2003-09-30 00:00:00.0;2003-09-24 00:00:00.0
10151;2003-09-21 00:00:00.0;2003-09-30 00:00:00.0;2003-09-24 00:00:00.0
10151;2003-09-21 00:00:00.0;2003-09-30 00:00:00.0;2003-09-24 00:00:00.0
10151;2003-09-21 00:00:00.0;2003-09-30 00:00:00.0;2003-09-24 00:00:00.0
10151;2003-09-21 00:00:00.0;2003-09-30 00:00:00.0;2003-09-24 00:00:00.0
10151;2003-09-21 00:00:00.0;2003-09-30 00:00:00.0;2003-09-24 00:00:00.0
10151;2003-09-21 00:00:00.0;2003-09-30 00:00:00.0;2003-09-24 00:00:00.0
10151;2003-09-21 00:00:00.0;2003-09-30 00:00:00.0;2003-09-24 00:00:00.0
10151;2003-09-21 00:00:00.0;2003-09-30 00:00:00.0;2003-09-24 00:00:00.0
10151;2003-09-21 00:00:00.0;2003-09-30 00:00:00.0;2003-09-24 00:00:00.0
10151;2003-09-21 00:00:00.0;2003-09-30 00:00:00.0;2003-09-24 00:00:00.0
10151;2003-09-21 00:00:00.0;2003-09-30 00:00:00.0;2003-09-24 00:00:00.0
10151;2003-09-21 00:00:00.0;2003-09-30 00:00:00.0;2003-09-24 00:00:00.0
10151;2003-09-21 00:00:00.0;2003-09-30 00:00:00.0;2003-09-24 00:00:00.0
10151;2003-09-21 00:00:00.0;2003-09-30 00:00:00.0;2003-09-24 00:00:00.0
10151;2003-09-21 00:00:00.0;2003-09-30 00:00:00.0;2003-09-24 00:00:00.0
10151;2003-09-21 00:00:00.0;2003-09-30 00:00:00.0;2003-09-24 00:00:00.0
10151;2003-09-21 00:00:00.0;2003-09-30 00:00:00.0;2003-09-24 00:00:00.0
10151;2003-09-21 00:00:00.0;2003-09-30 00:00:00.0;2003-09-24 00:00:00.0
10152;2003-09-25 00:00:00.0;2003-10-03 00:00:00.0;2003-10-01 00:00:00.0
10152;2003-09-25 00:00:00.0;2003-10-03 00:00:00.0;2003-10-01 00:00:00.0
10152;2003-09-25 00:00:00.0;2003-10-03 00:00:00.0;2003-10-01 00:00:00.0
10152;2003-09-25 00:00:00.0;2003-10-03 00:00:00.0;2003-10-01 00:00:00.0
10152;2003-09-25 00:00:00.0;2003-10-03 00:00:00.0;2003-10-01 00:00:00.0
10152;2003-09-25 00:00:00.0;2003-10-03 00:00:00.0;2003-10-01 00:00:00.0
10152;2003-09-25 00:00:00.0;2003-10-03 00:00:00.0;2003-10-01 00:00:00.0
10152;2003-09-25 00:00:00.0;2003-10-03 00:00:00.0;2003-10-01 00:00:00.0
10152;2003-09-25 00:00:00.0;2003-10-03 00:00:00.0;2003-10-01 00:00:00.0
10152;2003-09-25 00:00:00.0;2003-10-03 00:00:00.0;2003-10-01 00:00:00.0
10152;2003-09-25 00:00:00.0;2003-10-03 00:00:00.0;2003-10-01 00:00:00.0
10152;2003-09-25 00:00:00.0;2003-10-03 00:00:00.0;2003-10-01 00:00:00.0
10152;2003-09-25 00:00:00.0;2003-10-03 00:00:00.0;2003-10-01 00:00:00.0
10152;2003-09-25 00:00:00.0;2003-10-03 00:00:00.0;2003-10-01 00:00:00.0
10152;2003-09-25 00:00:00.0;2003-10-03 00:00:00.0;2003-10-01 00:00:00.0
10152;2003-09-25 00:00:00.0;2003-10-03 00:00:00.0;2003-10-01 00:00:00.0
10152;2003-09-25 00:00:00.0;2003-10-03 00:00:00.0;2003-10-01 00:00:00.0
10152;2003-09-25 00:00:00.0;2003-10-03 00:00:00.0;2003-10-01 00:00:00.0
10152;2003-09-25 00:00:00.0;2003-10-03 00:00:00.0;2003-10-01 00:00:00.0
10152;2003-09-25 00:00:00.0;2003-10-03 00:00:00.0;2003-10-01 00:00:00.0
10152;2003-09-25 00:00:00.0;2003-10-03 00:00:00.0;2003-10-01 00:00:00.0
10152;2003-09-25 00:00:00.0;2003-10-03 00:00:00.0;2003-10-01 00:00:00.0
10152;2003-09-25 00:00:00.0;2003-10-03 00:00:00.0;2003-10-01 00:00:00.0
10152;2003-09-25 00:00:00.0;2003-10-03 00:00:00.0;2003-10-01 00:00:00.0
10152;2003-09-25 00:00:00.0;2003-10-03 00:00:00.0;2003-10-01 00:00:00.0
10152;2003-09-25 00:00:00.0;2003-10-03 00:00:00.0;2003-10-01 00:00:00.0
10152;2003-09-25 00:00:00.0;2003-10-03 00:00:00.0;2003-10-01 00:00:00.0
10152;2003-09-25 00:00:00.0;2003-10-03 00:00:00.0;2003-10-01 00:00:00.0
10152;2003-09-25 00:00:00.0;2003-10-03 00:00:00.0;2003-10-01 00:00:00.0
10152;2003-09-25 00:00:00.0;2003-10-03 00:00:00.0;2003-10-01 00:00:00.0
10152;2003-09-25 00:00:00.0;2003-10-03 00:00:00.0;2003-10-01 00:00:00.0
10152;2003-09-25 00:00:00.0;2003-10-03 00:00:00.0;2003-10-01 00:00:00.0
10152;2003-09-25 00:00:00.0;2003-10-03 00:00:00.0;2003-10-01 00:00:00.0
10152;2003-09-25 00:00:00.0;2003-10-03 00:00:00.0;2003-10-01 00:00:00.0
10152;2003-09-25 00:00:00.0;2003-10-03 00:00:00.0;2003-10-01 00:00:00.0
10152;2003-09-25 00:00:00.0;2003-10-03 00:00:00.0;2003-10-01 00:00:00.0
10153;2003-09-28 00:00:00.0;2003-10-05 00:00:00.0;2003-10-03 00:00:00.0
10153;2003-09-28 00:00:00.0;2003-10-05 00:00:00.0;2003-10-03 00:00:00.0
10153;2003-09-28 00:00:00.0;2003-10-05 00:00:00.0;2003-10-03 00:00:00.0
10153;2003-09-28 00:00:00.0;2003-10-05 00:00:00.0;2003-10-03 00:00:00.0
10153;2003-09-28 00:00:00.0;2003-10-05 00:00:00.0;2003-10-03 00:00:00.0
10153;2003-09-28 00:00:00.0;2003-10-05 00:00:00.0;2003-10-03 00:00:00.0
10153;2003-09-28 00:00:00.0;2003-10-05 00:00:00.0;2003-10-03 00:00:00.0
10153;2003-09-28 00:00:00.0;2003-10-05 00:00:00.0;2003-10-03 00:00:00.0
10153;2003-09-28 00:00:00.0;2003-10-05 00:00:00.0;2003-10-03 00:00:00.0
10153;2003-09-28 00:00:00.0;2003-10-05 00:00:00.0;2003-10-03 00:00:00.0
10153;2003-09-28 00:00:00.0;2003-10-05 00:00:00.0;2003-10-03 00:00:00.0
10153;2003-09-28 00:00:00.0;2003-10-05 00:00:00.0;2003-10-03 00:00:00.0
10153;2003-09-28 00:00:00.0;2003-10-05 00:00:00.0;2003-10-03 00:00:00.0
10153;2003-09-28 00:00:00.0;2003-10-05 00:00:00.0;2003-10-03 00:00:00.0
10153;2003-09-28 00:00:00.0;2003-10-05 00:00:00.0;2003-10-03 00:00:00.0
10153;2003-09-28 00:00:00.0;2003-10-05 00:00:00.0;2003-10-03 00:00:00.0
10153;2003-09-28 00:00:00.0;2003-10-05 00:00:00.0;2003-10-03 00:00:00.0
10153;2003-09-28 00:00:00.0;2003-10-05 00:00:00.0;2003-10-03 00:00:00.0
10153;2003-09-28 00:00:00.0;2003-10-05 00:00:00.0;2003-10-03 00:00:00.0
10153;2003-09-28 00:00:00.0;2003-10-05 00:00:00.0;2003-10-03 00:00:00.0
10153;2003-09-28 00:00:00.0;2003-10-05 00:00:00.0;2003-10-03 00:00:00.0
10153;2003-09-28 00:00:00.0;2003-10-05 00:00:00.0;2003-10-03 00:00:00.0
10153;2003-09-28 00:00:00.0;2003-10-05 00:00:00.0;2003-10-03 00:00:00.0
10153;2003-09-28 00:00:00.0;2003-10-05 00:00:00.0;2003-10-03 00:00:00.0
10153;2003-09-28 00:00:00.0;2003-10-05 00:00:00.0;2003-10-03 00:00:00.0
10153;2003-09-28 00:00:00.0;2003-10-05 00:00:00.0;2003-10-03 00:00:00.0
10153;2003-09-28 00:00:00.0;2003-10-05 00:00:00.0;2003-10-03 00:00:00.0
10153;2003-09-28 00:00:00.0;2003-10-05 00:00:00.0;2003-10-03 00:00:00.0
10153;2003-09-28 00:00:00.0;2003-10-05 00:00:00.0;2003-10-03 00:00:00.0
