PRODUCTLINE,CUSTOMERNUMBER,CREDITLIMIT
Classic Cars,124,210500.0000
Classic Cars,124,210500.0000
Classic Cars,124,210500.0000
Classic Cars,124,210500.0000
Vintage Cars,124,210500.0000
Classic Cars,124,210500.0000
Trucks and Buses,124,210500.0000
Trucks and Buses,124,210500.0000
Trucks and Buses,124,210500.0000
Trucks and Buses,124,210500.0000
Classic Cars,124,210500.0000
Trucks and Buses,124,210500.0000
Vintage Cars,124,210500.0000
Trucks and Buses,124,210500.0000
Classic Cars,124,210500.0000
Trucks and Buses,124,210500.0000
Trucks and Buses,124,210500.0000
Trucks and Buses,124,210500.0000
Classic Cars,124,210500.0000
Trucks and Buses,124,210500.0000
Classic Cars,124,210500.0000
Trucks and Buses,124,210500.0000
Trucks and Buses,124,210500.0000
Classic Cars,124,210500.0000
Classic Cars,124,210500.0000
Trucks and Buses,124,210500.0000
Classic Cars,124,210500.0000
Classic Cars,124,210500.0000
Trucks and Buses,124,210500.0000
Trucks and Buses,124,210500.0000
Classic Cars,124,210500.0000
Classic Cars,124,210500.0000
Classic Cars,124,210500.0000
Classic Cars,124,210500.0000
Vintage Cars,124,210500.0000
Trains,124,210500.0000
Classic Cars,124,210500.0000
Classic Cars,124,210500.0000
Classic Cars,124,210500.0000
Trains,124,210500.0000
Trucks and Buses,124,210500.0000
Trains,124,210500.0000
Ships,124,210500.0000
Classic Cars,124,210500.0000
Trucks and Buses,124,210500.0000
Vintage Cars,124,210500.0000
Vintage Cars,124,210500.0000
Vintage Cars,124,210500.0000
Vintage Cars,124,210500.0000
Vintage Cars,124,210500.0000
Vintage Cars,124,210500.0000
Vintage Cars,124,210500.0000
Vintage Cars,124,210500.0000
Vintage Cars,124,210500.0000
Vintage Cars,124,210500.0000
Vintage Cars,124,210500.0000
Vintage Cars,124,210500.0000
Vintage Cars,124,210500.0000
Vintage Cars,124,210500.0000
Vintage Cars,124,210500.0000
Classic Cars,124,210500.0000
Trucks and Buses,124,210500.0000
Trucks and Buses,124,210500.0000
Classic Cars,124,210500.0000
Classic Cars,124,210500.0000
Trucks and Buses,124,210500.0000
Trucks and Buses,124,210500.0000
Trucks and Buses,124,210500.0000
Vintage Cars,124,210500.0000
Vintage Cars,124,210500.0000
Vintage Cars,124,210500.0000
Vintage Cars,124,210500.0000
Trucks and Buses,124,210500.0000
Classic Cars,124,210500.0000
Classic Cars,124,210500.0000
Classic Cars,124,210500.0000
Classic Cars,124,210500.0000
Vintage Cars,124,210500.0000
Classic Cars,124,210500.0000
Trucks and Buses,124,210500.0000
Classic Cars,124,210500.0000
Classic Cars,124,210500.0000
Trucks and Buses,124,210500.0000
Classic Cars,124,210500.0000
Classic Cars,124,210500.0000
Trucks and Buses,124,210500.0000
Trucks and Buses,124,210500.0000
Trains,124,210500.0000
Trucks and Buses,124,210500.0000
Classic Cars,124,210500.0000
Classic Cars,124,210500.0000
Classic Cars,124,210500.0000
Classic Cars,124,210500.0000
Trucks and Buses,124,210500.0000
Classic Cars,124,210500.0000
Vintage Cars,124,210500.0000
Trucks and Buses,124,210500.0000
Vintage Cars,124,210500.0000
Trucks and Buses,124,210500.0000
Vintage Cars,124,210500.0000
Trucks and Buses,124,210500.0000
Trucks and Buses,124,210500.0000
Classic Cars,124,210500.0000
Vintage Cars,124,210500.0000
Ships,124,210500.0000
Classic Cars,124,210500.0000
Classic Cars,124,210500.0000
Vintage Cars,124,210500.0000
Vintage Cars,124,210500.0000
Classic Cars,124,210500.0000
Classic Cars,124,210500.0000
Motorcycles,124,210500.0000
Classic Cars,124,210500.0000
Motorcycles,124,210500.0000
Classic Cars,124,210500.0000
Classic Cars,124,210500.0000
Classic Cars,124,210500.0000
Classic Cars,124,210500.0000
Motorcycles,124,210500.0000
Motorcycles,124,210500.0000
Motorcycles,124,210500.0000
Classic Cars,124,210500.0000
Vintage Cars,124,210500.0000
Trains,124,210500.0000
Vintage Cars,124,210500.0000
Ships,124,210500.0000
Vintage Cars,124,210500.0000
Vintage Cars,124,210500.0000
Ships,124,210500.0000
Vintage Cars,124,210500.0000
Vintage Cars,124,210500.0000
Motorcycles,131,114900.0000
Motorcycles,131,114900.0000
Motorcycles,131,114900.0000
Motorcycles,131,114900.0000
Motorcycles,131,114900.0000
Motorcycles,131,114900.0000
Motorcycles,131,114900.0000
Motorcycles,131,114900.0000
Classic Cars,131,114900.0000
Ships,131,114900.0000
Vintage Cars,131,114900.0000
Trains,131,114900.0000
Vintage Cars,131,114900.0000
Ships,131,114900.0000
Vintage Cars,131,114900.0000
Vintage Cars,131,114900.0000
Ships,131,114900.0000
Ships,131,114900.0000
Ships,131,114900.0000
Ships,131,114900.0000
Ships,131,114900.0000
Ships,131,114900.0000
Trucks and Buses,131,114900.0000
Classic Cars,131,114900.0000
Trucks and Buses,131,114900.0000
Classic Cars,131,114900.0000
Classic Cars,131,114900.0000
Classic Cars,131,114900.0000
Classic Cars,131,114900.0000
Classic Cars,131,114900.0000
Trucks and Buses,131,114900.0000
Trains,131,114900.0000
Trucks and Buses,131,114900.0000
Trains,131,114900.0000
Motorcycles,131,114900.0000
Motorcycles,131,114900.0000
Motorcycles,131,114900.0000
Classic Cars,131,114900.0000
Motorcycles,131,114900.0000
Classic Cars,131,114900.0000
Classic Cars,131,114900.0000
Classic Cars,131,114900.0000
Classic Cars,131,114900.0000
Motorcycles,131,114900.0000
Classic Cars,131,114900.0000
Motorcycles,131,114900.0000
Motorcycles,131,114900.0000
Motorcycles,131,114900.0000
Planes,131,114900.0000
Classic Cars,151,138500.0000
Classic Cars,151,138500.0000
Classic Cars,151,138500.0000
Trucks and Buses,151,138500.0000
Classic Cars,151,138500.0000
Trucks and Buses,151,138500.0000
Classic Cars,151,138500.0000
Classic Cars,151,138500.0000
Classic Cars,151,138500.0000
Classic Cars,151,138500.0000
Classic Cars,151,138500.0000
Trucks and Buses,151,138500.0000
Trains,151,138500.0000
Trucks and Buses,151,138500.0000
Trains,151,138500.0000
Classic Cars,151,138500.0000
Classic Cars,151,138500.0000
Vintage Cars,151,138500.0000
Classic Cars,151,138500.0000
Vintage Cars,151,138500.0000
Vintage Cars,151,138500.0000
Classic Cars,151,138500.0000
Classic Cars,151,138500.0000
Vintage Cars,151,138500.0000
Classic Cars,151,138500.0000
Classic Cars,151,138500.0000
Classic Cars,151,138500.0000
Classic Cars,151,138500.0000
Classic Cars,151,138500.0000
Classic Cars,151,138500.0000
Classic Cars,151,138500.0000
Vintage Cars,151,138500.0000
Classic Cars,151,138500.0000
Classic Cars,151,138500.0000
Classic Cars,151,138500.0000
Classic Cars,151,138500.0000
Classic Cars,151,138500.0000
Classic Cars,151,138500.0000
Classic Cars,151,138500.0000
Trucks and Buses,151,138500.0000
Classic Cars,151,138500.0000
Trucks and Buses,151,138500.0000
Classic Cars,151,138500.0000
Classic Cars,151,138500.0000
Classic Cars,151,138500.0000
Classic Cars,151,138500.0000
Classic Cars,151,138500.0000
Trucks and Buses,151,138500.0000
Classic Cars,157,100600.0000
Classic Cars,157,100600.0000
Classic Cars,157,100600.0000
Classic Cars,157,100600.0000
Trains,157,100600.0000
Trains,157,100600.0000
Classic Cars,157,100600.0000
Trucks and Buses,157,100600.0000
Trucks and Buses,157,100600.0000
Trucks and Buses,157,100600.0000
Trucks and Buses,157,100600.0000
Classic Cars,157,100600.0000
Trucks and Buses,157,100600.0000
Vintage Cars,157,100600.0000
Trucks and Buses,157,100600.0000
Classic Cars,157,100600.0000
Trucks and Buses,157,100600.0000
Trucks and Buses,157,100600.0000
Trucks and Buses,157,100600.0000
Classic Cars,157,100600.0000
Motorcycles,157,100600.0000
Motorcycles,157,100600.0000
Motorcycles,157,100600.0000
Planes,157,100600.0000
Motorcycles,157,100600.0000
Motorcycles,157,100600.0000
Motorcycles,157,100600.0000
Motorcycles,157,100600.0000
Planes,157,100600.0000
Vintage Cars,157,100600.0000
Vintage Cars,157,100600.0000
Classic Cars,239,105000.0000
Planes,239,105000.0000
Ships,239,105000.0000
Vintage Cars,239,105000.0000
Planes,239,105000.0000
Vintage Cars,239,105000.0000
Vintage Cars,239,105000.0000
Vintage Cars,239,105000.0000
Planes,239,105000.0000
Ships,239,105000.0000
Ships,239,105000.0000
Planes,239,105000.0000
Ships,239,105000.0000
Ships,239,105000.0000
Ships,239,105000.0000
Planes,239,105000.0000
Planes,239,105000.0000
Ships,239,105000.0000
Classic Cars,239,105000.0000
Classic Cars,239,105000.0000
Classic Cars,239,105000.0000
Classic Cars,239,105000.0000
Classic Cars,239,105000.0000
Classic Cars,239,105000.0000
Classic Cars,239,105000.0000
Motorcycles,286,123700.0000
Motorcycles,286,123700.0000
Motorcycles,286,123700.0000
Motorcycles,286,123700.0000
Motorcycles,286,123700.0000
Motorcycles,286,123700.0000
Motorcycles,286,123700.0000
Motorcycles,286,123700.0000
Motorcycles,286,123700.0000
Motorcycles,286,123700.0000
Motorcycles,286,123700.0000
Motorcycles,286,123700.0000
Planes,286,123700.0000
Classic Cars,286,123700.0000
Trucks and Buses,286,123700.0000
Classic Cars,286,123700.0000
Trucks and Buses,286,123700.0000
Trucks and Buses,286,123700.0000
Classic Cars,286,123700.0000
Trucks and Buses,286,123700.0000
Classic Cars,286,123700.0000
Trucks and Buses,286,123700.0000
Classic Cars,286,123700.0000
Classic Cars,286,123700.0000
Trucks and Buses,286,123700.0000
Trucks and Buses,286,123700.0000
Trucks and Buses,286,123700.0000
Trucks and Buses,319,102700.0000
Classic Cars,319,102700.0000
Trucks and Buses,319,102700.0000
Classic Cars,319,102700.0000
Classic Cars,319,102700.0000
Classic Cars,319,102700.0000
Classic Cars,319,102700.0000
Trucks and Buses,319,102700.0000
Trains,319,102700.0000
Trucks and Buses,319,102700.0000
Motorcycles,319,102700.0000
Motorcycles,319,102700.0000
Planes,319,102700.0000
Motorcycles,319,102700.0000
Planes,319,102700.0000
Motorcycles,319,102700.0000
Planes,319,102700.0000
Planes,319,102700.0000
Motorcycles,319,102700.0000
Vintage Cars,319,102700.0000
Vintage Cars,319,102700.0000
Planes,319,102700.0000
Planes,319,102700.0000
Planes,319,102700.0000
Planes,319,102700.0000
Planes,319,102700.0000
Motorcycles,321,105000.0000
Motorcycles,321,105000.0000
Motorcycles,321,105000.0000
Classic Cars,321,105000.0000
Motorcycles,321,105000.0000
Classic Cars,321,105000.0000
Motorcycles,321,105000.0000
Classic Cars,321,105000.0000
Classic Cars,321,105000.0000
Motorcycles,321,105000.0000
Classic Cars,321,105000.0000
Motorcycles,321,105000.0000
Motorcycles,321,105000.0000
Classic Cars,321,105000.0000
Classic Cars,321,105000.0000
Motorcycles,321,105000.0000
Motorcycles,321,105000.0000
Motorcycles,321,105000.0000
Vintage Cars,321,105000.0000
Vintage Cars,321,105000.0000
Vintage Cars,321,105000.0000
Vintage Cars,321,105000.0000
Vintage Cars,321,105000.0000
Vintage Cars,321,105000.0000
Vintage Cars,321,105000.0000
Vintage Cars,321,105000.0000
Vintage Cars,321,105000.0000
Vintage Cars,321,105000.0000
Classic Cars,321,105000.0000
Classic Cars,321,105000.0000
Trucks and Buses,321,105000.0000
Trucks and Buses,321,105000.0000
Vintage Cars,321,105000.0000
Trucks and Buses,321,105000.0000
Vintage Cars,321,105000.0000
Vintage Cars,321,105000.0000
Vintage Cars,321,105000.0000
Classic Cars,321,105000.0000
Ships,321,105000.0000
Vintage Cars,321,105000.0000
Ships,321,105000.0000
Vintage Cars,363,114200.0000
Vintage Cars,363,114200.0000
Vintage Cars,363,114200.0000
Vintage Cars,363,114200.0000
Classic Cars,363,114200.0000
Classic Cars,363,114200.0000
Classic Cars,363,114200.0000
Classic Cars,363,114200.0000
Classic Cars,363,114200.0000
Classic Cars,363,114200.0000
Classic Cars,363,114200.0000
Classic Cars,363,114200.0000
Classic Cars,363,114200.0000
Classic Cars,363,114200.0000
Classic Cars,363,114200.0000
Classic Cars,363,114200.0000
Classic Cars,363,114200.0000
Classic Cars,363,114200.0000
Classic Cars,363,114200.0000
Classic Cars,363,114200.0000
Classic Cars,363,114200.0000
Classic Cars,363,114200.0000
Trucks and Buses,363,114200.0000
Trucks and Buses,363,114200.0000
Vintage Cars,363,114200.0000
Vintage Cars,363,114200.0000
Vintage Cars,363,114200.0000
Trucks and Buses,363,114200.0000
Vintage Cars,363,114200.0000
Vintage Cars,363,114200.0000
Vintage Cars,363,114200.0000
Vintage Cars,363,114200.0000
Vintage Cars,363,114200.0000
Vintage Cars,363,114200.0000
